SOID,Dt,CustID,Gen,Ctry,Rgn,City,Grp,Prod,SubCat,Cat,Color,Qty,UPrice,ListUPrice,DiscPct,DiscAmount,UCost,Amount,Channel,Payment,ShipMode,Campaign,SalesRep,Segment,CustType,CustSince
52135,2024-05-26,CUST00821,M,United Kingdom,United Kingdom,Birmingham,Europe,Sport-100 Helmet,Helmets,Accessories,Không,2,35,35.35,0.01,0.7,19.06,70,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Vũ Văn Hải,VIP,Cá nhân,2022
52135,2024-05-26,CUST00821,M,United Kingdom,United Kingdom,Birmingham,Europe,Water Bottle 30oz,Bottles,Accessories,Không,5,5,5.21,0.04,1.05,2.79,25,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Vũ Văn Hải,VIP,Cá nhân,2022
52167,2024-05-26,CUST00675,M,Canada,Canada,Montreal,North America,Cycling Cap,Caps,Clothing,Không,2,9,9.18,0.02,0.36,5.63,18,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,VIP,Cá nhân,2019
52167,2024-05-26,CUST00675,M,Canada,Canada,Montreal,North America,HL Road Wheel,Wheels,Components,Không,2,280,304.35,0.08,48.7,170.56,560,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,VIP,Cá nhân,2019
53707,2024-05-26,CUST00296,M,France,France,Marseille,Europe,Cycling Jersey,Jerseys,Clothing,Không,1,54,72.0,0.25,18.0,33.94,54,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Bùi Thị Lan,VIP,Doanh nghiệp,2023
53707,2024-05-26,CUST00296,M,France,France,Marseille,Europe,Road-650 Black,Road Bikes,Bikes,Black,1,783,954.88,0.18,171.88,678.69,783,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Bùi Thị Lan,VIP,Doanh nghiệp,2023
53707,2024-05-26,CUST00296,M,France,France,Marseille,Europe,Patch Kit,Tires,Accessories,Không,4,2,2.47,0.19,1.88,1.12,8,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Bùi Thị Lan,VIP,Doanh nghiệp,2023
50846,2024-05-27,CUST00782,F,Canada,Canada,Montreal,North America,Water Bottle 30oz,Bottles,Accessories,Không,1,5,5.1,0.02,0.1,2.72,5,Online,Thẻ,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,Thường,Cá nhân,2019
51294,2024-05-27,CUST00067,M,Germany,Germany,Munich,Europe,Front Brakes,Brakes,Components,Không,1,107,109.18,0.02,2.18,64.49,107,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Giữa năm,Đặng Văn Minh,VIP,Doanh nghiệp,2021
51294,2024-05-27,CUST00067,M,Germany,Germany,Munich,Europe,Touring-3000 Yellow,Touring Bikes,Bikes,Yellow,1,742,757.14,0.02,15.14,447.51,742,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Giữa năm,Đặng Văn Minh,VIP,Doanh nghiệp,2021
51294,2024-05-27,CUST00067,M,Germany,Germany,Munich,Europe,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,582.47,0.03,17.47,332.96,565,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Giữa năm,Đặng Văn Minh,VIP,Doanh nghiệp,2021
51294,2024-05-27,CUST00067,M,Germany,Germany,Munich,Europe,Rear Derailleur,Derailleurs,Components,Không,1,121,124.74,0.03,3.74,73.65,121,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Giữa năm,Đặng Văn Minh,VIP,Doanh nghiệp,2021
51693,2024-05-27,CUST00438,F,United States,Southeast,Orlando,North America,Racing Socks,Socks,Clothing,Không,1,9,9.89,0.09,0.89,5.51,9,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Hoàng Văn Em,Thường,Cá nhân,2020
51693,2024-05-27,CUST00438,F,United States,Southeast,Orlando,North America,LL Road Saddle,Saddles,Components,Không,2,28,34.57,0.19,13.14,17.23,56,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Hoàng Văn Em,Thường,Cá nhân,2020
51693,2024-05-27,CUST00438,F,United States,Southeast,Orlando,North America,Cycling Jersey,Jerseys,Clothing,Không,2,54,65.85,0.18,23.7,33.44,108,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Hoàng Văn Em,Thường,Cá nhân,2020
52400,2024-05-27,CUST00763,F,United States,Northwest,Portland,North America,Bottle Cage,Bottle Cages,Accessories,Không,3,9,9.18,0.02,0.54,4.96,27,Online,Thẻ,Giao nhanh,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2023
52623,2024-05-27,CUST00015,F,United States,Northwest,Portland,North America,Minipump,Pumps,Accessories,Không,1,25,28.41,0.12,3.41,13.63,25,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Nguyễn Văn An,Mới,Doanh nghiệp,2024
52623,2024-05-27,CUST00015,F,United States,Northwest,Portland,North America,Road-650 Black,Road Bikes,Bikes,Black,1,783,1102.82,0.29,319.82,657.51,783,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Nguyễn Văn An,Mới,Doanh nghiệp,2024
52769,2024-05-27,CUST00577,F,France,France,Marseille,Europe,Cycling Jersey,Jerseys,Clothing,Không,3,54,62.79,0.14,26.37,33.26,162,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Bùi Thị Lan,Thường,Cá nhân,2020
53055,2024-05-27,CUST00661,F,Germany,Germany,Berlin,Europe,Water Bottle 30oz,Bottles,Accessories,Không,2,5,5.56,0.1,1.12,2.75,10,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Thường,Cá nhân,2023
53055,2024-05-27,CUST00661,F,Germany,Germany,Berlin,Europe,Road-650 Black,Road Bikes,Bikes,Black,1,783,954.88,0.18,171.88,664.69,783,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Thường,Cá nhân,2023
53055,2024-05-27,CUST00661,F,Germany,Germany,Berlin,Europe,Cycling Jersey,Jerseys,Clothing,Không,2,54,60.0,0.1,12.0,33.15,108,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Thường,Cá nhân,2023
53648,2024-05-27,CUST00538,F,Germany,Germany,Hamburg,Europe,Mountain-200 Black,Mountain Bikes,Bikes,Black,1,2295,3187.5,0.28,892.5,1338.37,2295,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,VIP,Doanh nghiệp,2022
53657,2024-05-27,CUST00638,F,France,France,Lyon,Europe,Headlights - Dual,Lights,Accessories,Không,2,35,36.08,0.03,2.16,19.49,70,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Bùi Thị Lan,Thường,Cá nhân,2020
50815,2024-05-28,CUST00320,M,United States,Central,Chicago,North America,Mountain Tire,Tires,Accessories,Không,3,35,39.77,0.12,14.31,19.53,105,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Lê Văn Cường,Thường,Cá nhân,2022
50815,2024-05-28,CUST00320,M,United States,Central,Chicago,North America,Touring-1000 Blue,Touring Bikes,Bikes,Blue,1,2384,3136.84,0.24,752.84,1372.7,2384,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Lê Văn Cường,Thường,Cá nhân,2022
50815,2024-05-28,CUST00320,M,United States,Central,Chicago,North America,Full-Finger Gloves,Gloves,Clothing,Không,1,38,47.5,0.2,9.5,23.14,38,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Lê Văn Cường,Thường,Cá nhân,2022
50815,2024-05-28,CUST00320,M,United States,Central,Chicago,North America,Minipump,Pumps,Accessories,Không,2,25,31.65,0.21,13.3,13.63,50,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Lê Văn Cường,Thường,Cá nhân,2022
52856,2024-05-28,CUST00217,M,United States,Southwest,Phoenix,North America,ML Crankset,Cranksets,Components,Không,1,113,115.31,0.02,2.31,68.97,113,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Phạm Thị Dung,VIP,Doanh nghiệp,2022
52856,2024-05-28,CUST00217,M,United States,Southwest,Phoenix,North America,Front Brakes,Brakes,Components,Không,1,107,113.83,0.06,6.83,64.62,107,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Phạm Thị Dung,VIP,Doanh nghiệp,2022
52856,2024-05-28,CUST00217,M,United States,Southwest,Phoenix,North America,Patch Kit,Tires,Accessories,Không,7,2,2.04,0.02,0.28,1.12,14,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Phạm Thị Dung,VIP,Doanh nghiệp,2022
52856,2024-05-28,CUST00217,M,United States,Southwest,Phoenix,North America,Mountain-200 Black,Mountain Bikes,Bikes,Black,1,2295,2441.49,0.06,146.49,1325.35,2295,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Phạm Thị Dung,VIP,Doanh nghiệp,2022
50644,2024-06-01,CUST00721,F,United Kingdom,United Kingdom,Birmingham,Europe,Mountain Tire,Tires,Accessories,Không,1,35,35.35,0.01,0.35,19.48,35,Online,Thẻ,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Mới,Cá nhân,2024
50644,2024-06-01,CUST00721,F,United Kingdom,United Kingdom,Birmingham,Europe,LL Road Saddle,Saddles,Components,Không,2,28,29.47,0.05,2.94,17.71,56,Online,Thẻ,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Mới,Cá nhân,2024
51153,2024-06-01,CUST00710,F,United Kingdom,United Kingdom,London,Europe,Mountain Tire,Tires,Accessories,Không,4,35,35.0,0.0,0.0,19.41,140,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2021
52225,2024-06-01,CUST00475,M,United Kingdom,United Kingdom,Manchester,Europe,Touring-3000 Yellow,Touring Bikes,Bikes,Yellow,1,742,1002.7,0.26,260.7,439.94,742,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Mới,Cá nhân,2024
52225,2024-06-01,CUST00475,M,United Kingdom,United Kingdom,Manchester,Europe,Sport-100 Helmet,Helmets,Accessories,Không,2,35,40.7,0.14,11.4,19.34,70,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Mới,Cá nhân,2024
51207,2024-06-02,CUST00068,F,Germany,Germany,Munich,Europe,Water Bottle 30oz,Bottles,Accessories,Không,2,5,6.1,0.18,2.2,2.77,10,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Thường,Cá nhân,2021
51207,2024-06-02,CUST00068,F,Germany,Germany,Munich,Europe,Patch Kit,Tires,Accessories,Không,3,2,2.7,0.26,2.1,1.09,6,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Thường,Cá nhân,2021
51207,2024-06-02,CUST00068,F,Germany,Germany,Munich,Europe,Minipump,Pumps,Accessories,Không,1,25,34.72,0.28,9.72,14.01,25,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Thường,Cá nhân,2021
51207,2024-06-02,CUST00068,F,Germany,Germany,Munich,Europe,Full-Finger Gloves,Gloves,Clothing,Không,4,38,42.22,0.1,16.88,23.38,152,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Thường,Cá nhân,2021
51562,2024-06-02,CUST00139,M,United Kingdom,United Kingdom,Manchester,Europe,Water Bottle 30oz,Bottles,Accessories,Không,4,5,5.68,0.12,2.72,2.73,20,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Thường,Doanh nghiệp,2021
51562,2024-06-02,CUST00139,M,United Kingdom,United Kingdom,Manchester,Europe,Minipump,Pumps,Accessories,Không,2,25,27.78,0.1,5.56,13.58,50,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Thường,Doanh nghiệp,2021
51562,2024-06-02,CUST00139,M,United Kingdom,United Kingdom,Manchester,Europe,Cycling Cap,Caps,Clothing,Không,4,9,12.5,0.28,14.0,5.55,36,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Thường,Doanh nghiệp,2021
51950,2024-06-02,CUST00709,F,United States,Southwest,Los Angeles,North America,Cycling Cap,Caps,Clothing,Không,5,9,9.09,0.01,0.45,5.62,45,Online,Thẻ,Giao nhanh,Giữa năm,Phạm Thị Dung,Thường,Cá nhân,2022
53181,2024-06-02,CUST00410,F,Australia,Australia,Sydney,Pacific,Water Bottle 30oz,Bottles,Accessories,Không,1,5,5.43,0.08,0.43,2.79,5,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Ngô Thị Nga,Thường,Cá nhân,2023
53873,2024-06-02,CUST00226,M,United Kingdom,United Kingdom,London,Europe,Headlights - Dual,Lights,Accessories,Không,1,35,35.35,0.01,0.35,19.14,35,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Vũ Văn Hải,VIP,Cá nhân,2023
54145,2024-06-02,CUST00300,F,United States,Southwest,Phoenix,North America,Patch Kit,Tires,Accessories,Không,3,2,2.2,0.09,0.6,1.09,6,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Phạm Thị Dung,Mới,Cá nhân,2024
50266,2024-06-03,CUST00417,F,United States,Northwest,Seattle,North America,Full-Finger Gloves,Gloves,Clothing,Không,3,38,40.0,0.05,6.0,23.76,114,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Nguyễn Văn An,Mới,Cá nhân,2024
50431,2024-06-03,CUST00458,F,United Kingdom,United Kingdom,London,Europe,Sport-100 Helmet,Helmets,Accessories,Không,2,35,38.04,0.08,6.08,19.35,70,Online,Thẻ,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2021
50431,2024-06-03,CUST00458,F,United Kingdom,United Kingdom,London,Europe,Cycling Cap,Caps,Clothing,Không,1,9,9.09,0.01,0.09,5.55,9,Online,Thẻ,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2021
50783,2024-06-03,CUST00070,M,United States,Southwest,Los Angeles,North America,ML Crankset,Cranksets,Components,Không,2,113,134.52,0.16,43.04,67.59,226,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Phạm Thị Dung,Thường,Doanh nghiệp,2022
50783,2024-06-03,CUST00070,M,United States,Southwest,Los Angeles,North America,Bottle Cage,Bottle Cages,Accessories,Không,1,9,12.86,0.3,3.86,5.03,9,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Phạm Thị Dung,Thường,Doanh nghiệp,2022
51942,2024-06-03,CUST00153,F,United States,Southwest,Phoenix,North America,Sport-100 Helmet,Helmets,Accessories,Không,3,35,35.71,0.02,2.13,19.31,105,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Phạm Thị Dung,Thường,Cá nhân,2019
52105,2024-06-03,CUST00480,F,Germany,Germany,Hamburg,Europe,Headlights - Dual,Lights,Accessories,Không,2,35,35.71,0.02,1.42,19.62,70,Online,Thẻ,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Thường,Cá nhân,2023
50295,2024-06-04,CUST00141,F,United States,Northeast,Boston,North America,Cycling Cap,Caps,Clothing,Không,2,9,10.47,0.14,2.94,5.59,18,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Trần Thị Bình,Thường,Cá nhân,2021
50295,2024-06-04,CUST00141,F,United States,Northeast,Boston,North America,Sport-100 Helmet,Helmets,Accessories,Không,2,35,48.61,0.28,27.22,19.56,70,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Trần Thị Bình,Thường,Cá nhân,2021
50454,2024-06-04,CUST00598,F,Canada,Canada,Toronto,North America,Water Bottle 30oz,Bottles,Accessories,Không,5,5,6.76,0.26,8.8,2.75,25,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,Thường,Cá nhân,2022
50454,2024-06-04,CUST00598,F,Canada,Canada,Toronto,North America,Sport-100 Helmet,Helmets,Accessories,Không,1,35,39.33,0.11,4.33,19.26,35,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,Thường,Cá nhân,2022
50466,2024-06-04,CUST00029,F,United States,Northeast,New York,North America,Patch Kit,Tires,Accessories,Không,8,2,2.08,0.04,0.64,1.1,16,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Giữa năm,Trần Thị Bình,Thường,Cá nhân,2022
51749,2024-06-04,CUST00341,F,United States,Southwest,Los Angeles,North America,Full-Finger Gloves,Gloves,Clothing,Không,1,38,38.78,0.02,0.78,23.22,38,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Phạm Thị Dung,Mới,Cá nhân,2024
51749,2024-06-04,CUST00341,F,United States,Southwest,Los Angeles,North America,Patch Kit,Tires,Accessories,Không,8,2,2.04,0.02,0.32,1.12,16,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Phạm Thị Dung,Mới,Cá nhân,2024
52181,2024-06-04,CUST00221,F,United Kingdom,United Kingdom,London,Europe,ML Crankset,Cranksets,Components,Không,1,113,156.94,0.28,43.94,67.25,113,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2022
52181,2024-06-04,CUST00221,F,United Kingdom,United Kingdom,London,Europe,Cycling Jersey,Jerseys,Clothing,Không,4,54,63.53,0.15,38.12,34.14,216,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2022
52288,2024-06-04,CUST00516,F,United Kingdom,United Kingdom,Manchester,Europe,Racing Socks,Socks,Clothing,Không,6,9,10.84,0.17,11.04,5.47,54,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2021
52288,2024-06-04,CUST00516,F,United Kingdom,United Kingdom,Manchester,Europe,Patch Kit,Tires,Accessories,Không,4,2,2.2,0.09,0.8,1.09,8,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2021
50119,2024-06-05,CUST00282,F,United States,Central,Denver,North America,Headlights - Dual,Lights,Accessories,Không,2,35,44.87,0.22,19.74,19.4,70,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Lê Văn Cường,Thường,Cá nhân,2023
50119,2024-06-05,CUST00282,F,United States,Central,Denver,North America,Mountain Tire,Tires,Accessories,Không,3,35,49.3,0.29,42.9,19.21,105,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Lê Văn Cường,Thường,Cá nhân,2023
50119,2024-06-05,CUST00282,F,United States,Central,Denver,North America,Cycling Jersey,Jerseys,Clothing,Không,2,54,71.05,0.24,34.1,32.99,108,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Lê Văn Cường,Thường,Cá nhân,2023
50653,2024-06-05,CUST00843,F,United States,Southwest,Phoenix,North America,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,570.71,0.01,5.71,333.27,565,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Giữa năm,Phạm Thị Dung,Mới,Cá nhân,2024
50780,2024-06-05,CUST00329,F,Canada,Canada,Montreal,North America,Water Bottle 30oz,Bottles,Accessories,Không,3,5,5.32,0.06,0.96,2.75,15,Online,Chuyển khoản,Giao nhanh,Giữa năm,Đỗ Thị Giang,Thường,Cá nhân,2020
50780,2024-06-05,CUST00329,F,Canada,Canada,Montreal,North America,Touring-3000 Yellow,Touring Bikes,Bikes,Yellow,1,742,806.52,0.08,64.52,436.57,742,Online,Chuyển khoản,Giao nhanh,Giữa năm,Đỗ Thị Giang,Thường,Cá nhân,2020
51772,2024-06-05,CUST00506,F,Germany,Germany,Berlin,Europe,Water Bottle 30oz,Bottles,Accessories,Không,2,5,5.26,0.05,0.52,2.74,10,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Mới,Cá nhân,2024
51772,2024-06-05,CUST00506,F,Germany,Germany,Berlin,Europe,LL Road Saddle,Saddles,Components,Không,2,28,29.17,0.04,2.34,17.26,56,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Mới,Cá nhân,2024
52550,2024-06-05,CUST00384,F,United Kingdom,United Kingdom,Birmingham,Europe,Water Bottle 30oz,Bottles,Accessories,Không,3,5,5.32,0.06,0.96,2.8,15,Online,Thẻ,Giao nhanh,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2022
52805,2024-06-05,CUST00671,M,United States,Southwest,Phoenix,North America,Minipump,Pumps,Accessories,Không,1,25,26.6,0.06,1.6,13.9,25,Online,Thẻ,Giao nhanh,Giữa năm,Phạm Thị Dung,Thường,Cá nhân,2022
53010,2024-06-05,CUST00591,F,United Kingdom,United Kingdom,London,Europe,Rear Derailleur,Derailleurs,Components,Không,2,121,122.22,0.01,2.44,72.02,242,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2018
53010,2024-06-05,CUST00591,F,United Kingdom,United Kingdom,London,Europe,Cycling Shorts,Shorts,Clothing,Không,1,70,70.71,0.01,0.71,42.54,70,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2018
53073,2024-06-05,CUST00014,M,Australia,Australia,Brisbane,Pacific,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,601.06,0.06,36.06,339.1,565,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Ngô Thị Nga,VIP,Doanh nghiệp,2023
53274,2024-06-05,CUST00178,F,Australia,Australia,Melbourne,Pacific,Racing Socks,Socks,Clothing,Không,2,9,9.18,0.02,0.36,5.63,18,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Ngô Thị Nga,Thường,Cá nhân,2020
53274,2024-06-05,CUST00178,F,Australia,Australia,Melbourne,Pacific,Cycling Shorts,Shorts,Clothing,Không,1,70,73.68,0.05,3.68,43.22,70,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Ngô Thị Nga,Thường,Cá nhân,2020
53274,2024-06-05,CUST00178,F,Australia,Australia,Melbourne,Pacific,Bottle Cage,Bottle Cages,Accessories,Không,2,9,9.09,0.01,0.18,4.96,18,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Ngô Thị Nga,Thường,Cá nhân,2020
53607,2024-06-05,CUST00380,F,United States,Northwest,Portland,North America,Headlights - Dual,Lights,Accessories,Không,2,35,37.23,0.06,4.46,19.27,70,Online,Chuyển khoản,Giao nhanh,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2023
53607,2024-06-05,CUST00380,F,United States,Northwest,Portland,North America,Mountain Tire,Tires,Accessories,Không,4,35,36.08,0.03,4.32,19.06,140,Online,Chuyển khoản,Giao nhanh,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2023
53607,2024-06-05,CUST00380,F,United States,Northwest,Portland,North America,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,607.53,0.07,42.53,336.72,565,Online,Chuyển khoản,Giao nhanh,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2023
50336,2024-06-06,CUST00248,M,Germany,Germany,Berlin,Europe,Bottle Cage,Bottle Cages,Accessories,Không,1,9,9.57,0.06,0.57,4.87,9,Online,Thẻ,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,VIP,Cá nhân,2023
50336,2024-06-06,CUST00248,M,Germany,Germany,Berlin,Europe,Cycling Jersey,Jerseys,Clothing,Không,1,54,56.25,0.04,2.25,33.8,54,Online,Thẻ,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,VIP,Cá nhân,2023
50586,2024-06-06,CUST00379,M,United States,Central,Chicago,North America,Touring-1000 Blue,Touring Bikes,Bikes,Blue,1,2384,2483.33,0.04,99.33,1380.21,2384,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Giữa năm,Lê Văn Cường,Thường,Doanh nghiệp,2018
50593,2024-06-06,CUST00567,F,United States,Central,Denver,North America,Road-150 Red,Road Bikes,Bikes,Red,1,3578,4112.64,0.13,534.64,3026.84,3578,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Lê Văn Cường,Thường,Doanh nghiệp,2022
50640,2024-06-06,CUST00521,F,Canada,Canada,Montreal,North America,Cycling Shorts,Shorts,Clothing,Không,1,70,76.92,0.09,6.92,42.9,70,Online,Thẻ,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,Thường,Cá nhân,2021
50640,2024-06-06,CUST00521,F,Canada,Canada,Montreal,North America,Patch Kit,Tires,Accessories,Không,4,2,2.11,0.05,0.44,1.11,8,Online,Thẻ,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,Thường,Cá nhân,2021
52594,2024-06-06,CUST00758,M,United States,Central,Chicago,North America,HL Road Wheel,Wheels,Components,Không,2,280,285.71,0.02,11.42,171.08,560,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Giữa năm,Lê Văn Cường,Thường,Cá nhân,2022
51064,2024-06-07,CUST00748,F,France,France,Lyon,Europe,Cycling Jersey,Jerseys,Clothing,Không,3,54,56.84,0.05,8.52,33.79,162,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Bùi Thị Lan,Thường,Cá nhân,2019
51064,2024-06-07,CUST00748,F,France,France,Lyon,Europe,Sport-100 Helmet,Helmets,Accessories,Không,1,35,35.35,0.01,0.35,19.21,35,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Bùi Thị Lan,Thường,Cá nhân,2019
51944,2024-06-07,CUST00170,M,Canada,Canada,Vancouver,North America,Sport-100 Helmet,Helmets,Accessories,Không,2,35,50.0,0.3,30.0,18.93,70,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,VIP,Doanh nghiệp,2021
51944,2024-06-07,CUST00170,M,Canada,Canada,Vancouver,North America,Touring-1000 Blue,Touring Bikes,Bikes,Blue,1,2384,3096.1,0.23,712.1,1392.75,2384,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,VIP,Doanh nghiệp,2021
51944,2024-06-07,CUST00170,M,Canada,Canada,Vancouver,North America,Road-650 Black,Road Bikes,Bikes,Black,1,783,1151.47,0.32,368.47,669.07,783,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,VIP,Doanh nghiệp,2021
51944,2024-06-07,CUST00170,M,Canada,Canada,Vancouver,North America,ML Crankset,Cranksets,Components,Không,1,113,136.14,0.17,23.14,67.93,113,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,VIP,Doanh nghiệp,2021
52807,2024-06-07,CUST00390,M,Germany,Germany,Hamburg,Europe,Bottle Cage,Bottle Cages,Accessories,Không,2,9,9.89,0.09,1.78,4.91,18,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Mới,Cá nhân,2024
52807,2024-06-07,CUST00390,M,Germany,Germany,Hamburg,Europe,Cycling Shorts,Shorts,Clothing,Không,3,70,70.71,0.01,2.13,43.95,210,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Mới,Cá nhân,2024
52807,2024-06-07,CUST00390,M,Germany,Germany,Hamburg,Europe,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,588.54,0.04,23.54,345.24,565,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Mới,Cá nhân,2024
